"","banca","tipocredito","sector_final","tipocontribuyente","NumeroTrabajadores","MAX_PORC_DEUDA_SOBREGIRO_CUENTA_CORRIENTE_ENTFIN_12M","MAX_CNT_ENTIDADES_SSFF_06M","SD_MAX_DIAS_MORA_SSFF_06M","CAT_ENTFIN_PRINCIPAL_01M","CAT_PRODUCTOS_SSFF_01M","MAX_X_CLASIF_12M","ANTIGUEDAD_RCC_01M","flag_ratios_aprobados","AUDITADO_1_PERIODO","AUDITADO_2_PERIODO","SITUACION_1_PERIODO","SITUACION_2_PERIODO","AUDITADO_1_TOTAL_INGRESOS_BRUTOS","EF_VAR_VENTAS_2a","EF_VAR_INMUEBLE_MAQ_EQUIPO_2a","EF_DIF_PROMEDIO_PAGOS_DIAS_2a","EF_ROTACION_INVENTARIOS_1a","EF_COBERTURA_SERVICIO_DEUDA_1a","EF_ActivosCirculante_PasivoCirculante_1a","EF_Cajasbancos_PasivoExigible_1a","EF_AUDITADO_1_PROMEDIO_COBRANZA_DIAS_1a","malo_sf_inicio","target_y","periodo"
"628","MEDIANA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA CERRADA",2,NA,2,3.2659863237109,6,"CREDITO_COMERCIO_EXTERIOR/PRESTAMO_COMERCIAL",1,20,1,201612,201512,201610,201607,6876,13.446625969312,NA,1,171,2.75714285714286,1.94321533923304,0.0921828908554572,3,"pasa_filtros_sf",0,"201702"
"629","MEDIANA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA CERRADA",2,NA,2,3.2659863237109,6,"CREDITO_COMERCIO_EXTERIOR/PRESTAMO_COMERCIAL",1,21,1,201612,201512,201610,201607,6876,13.446625969312,NA,1,171,2.75714285714286,1.94321533923304,0.0921828908554572,3,"pasa_filtros_sf",0,"201703"
"630","MEDIANA EMPRESA","Colocacion","ALIMENTOS y BEBIDAS","SOCIEDAD ANONIMA CERRADA",111,0.0001432777,5,2.04124145231931,6,"LEASING/PRESTAMO_COMERCIAL",0,23,1,201512,NA,201612,201607,18521,NA,NA,NA,29,0.91957171314741,2.35146743020759,0.572655690765927,31,"pasa_filtros_sf",0,"201701"
"631","MEDIANA EMPRESA","Colocacion","ALIMENTOS y BEBIDAS","SOCIEDAD ANONIMA CERRADA",111,0.0001432777,5,2.06559111797729,6,"LEASING/PRESTAMO_COMERCIAL",0,24,1,201512,NA,201612,201607,18521,NA,NA,NA,29,0.91957171314741,2.35146743020759,0.572655690765927,31,"pasa_filtros_sf",0,"201702"
"632","MEDIANA EMPRESA","Colocacion","ALIMENTOS y BEBIDAS","SOCIEDAD ANONIMA CERRADA",111,0.0001432777,5,1.63299316185545,6,"LEASING/PRESTAMO_COMERCIAL",0,25,1,201512,NA,201612,201607,18521,NA,NA,NA,29,0.91957171314741,2.35146743020759,0.572655690765927,31,"pasa_filtros_sf",0,"201703"
"633","BANCA EMPRESA","Colocacion","TRANSPORTE","SOC. COM.RESPONS. LTDA",33,NA,4,0.816496580927726,184,"LEASING/PRESTAMO_COMERCIAL",0,49,1,201812,201712,201811,NA,3507,15.8190224570674,23.3818770226537,7,0,0.901398601398601,2.69206349206349,0.612698412698413,67,"pasa_filtros_sf",0,"201903"
"634","BANCA EMPRESA","Colocacion","TRANSPORTE","SOC. COM.RESPONS. LTDA",33,0.0000774238,6,3.48807492274273,82,"LEASING/PRESTAMO_COMERCIAL",0,56,1,201812,201712,201906,201904,3507,15.8190224570674,23.3818770226537,7,0,0.901398601398601,2.69206349206349,0.612698412698413,67,"pasa_filtros_sf",0,"201910"
"635","BANCA EMPRESA","Colocacion","TRANSPORTE","SOC. COM.RESPONS. LTDA",33,0.0000774238,7,3.38624669312008,82,"LEASING/PRESTAMO_COMERCIAL",0,57,1,201812,201712,201906,201904,3507,15.8190224570674,23.3818770226537,7,0,0.901398601398601,2.69206349206349,0.612698412698413,67,"pasa_filtros_sf",0,"201911"
"636","MEDIANA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,NA,3,0,4,"LEASING",0,23,1,201612,201512,201609,201604,2070,13.3625410733844,6.78851174934725,-196,74,1.69230769230769,5.04166666666667,3.31944444444444,12,"pasa_filtros_sf",0,"201701"
"637","MEDIANA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,NA,3,0,4,"LEASING",0,24,1,201612,201512,201609,201604,2070,13.3625410733844,6.78851174934725,-196,74,1.69230769230769,5.04166666666667,3.31944444444444,12,"pasa_filtros_sf",0,"201702"
"638","MEDIANA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,NA,3,0,4,"LEASING",0,25,1,201612,201512,201609,201604,2070,13.3625410733844,6.78851174934725,-196,74,1.69230769230769,5.04166666666667,3.31944444444444,12,"pasa_filtros_sf",0,"201703"
"639","MEDIANA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,NA,3,0,4,"LEASING",0,26,1,201612,201512,201609,201604,2070,13.3625410733844,6.78851174934725,-196,74,1.69230769230769,5.04166666666667,3.31944444444444,12,"pasa_filtros_sf",0,"201704"
"640","MEDIANA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,NA,3,0,4,"LEASING",0,27,1,201612,201512,201609,201604,2070,13.3625410733844,6.78851174934725,-196,74,1.69230769230769,5.04166666666667,3.31944444444444,12,"pasa_filtros_sf",0,"201705"
"641","MEDIANA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,NA,3,0,4,"LEASING/PRESTAMO_COMERCIAL",0,28,1,201612,201512,201706,201609,2070,13.3625410733844,6.78851174934725,-196,74,1.69230769230769,5.04166666666667,3.31944444444444,12,"pasa_filtros_sf",0,"201706"
"642","MEDIANA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,NA,3,0,4,"LEASING",0,29,1,201612,201512,201706,201609,2070,13.3625410733844,6.78851174934725,-196,74,1.69230769230769,5.04166666666667,3.31944444444444,12,"pasa_filtros_sf",0,"201707"
"643","MEDIANA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,1,4,0,4,"LEASING",0,30,1,201612,201512,201706,201609,2070,13.3625410733844,6.78851174934725,-196,74,1.69230769230769,5.04166666666667,3.31944444444444,12,"pasa_filtros_sf",0,"201708"
"644","MEDIANA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,1,4,0,4,"LEASING",0,31,1,201612,201512,201706,201609,2070,13.3625410733844,6.78851174934725,-196,74,1.69230769230769,5.04166666666667,3.31944444444444,12,"pasa_filtros_sf",0,"201709"
"645","MEDIANA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,1,4,0,4,"LEASING",0,32,1,201612,201512,201710,201706,2070,13.3625410733844,6.78851174934725,-196,74,1.69230769230769,5.04166666666667,3.31944444444444,12,"pasa_filtros_sf",0,"201710"
"646","MEDIANA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,1,4,0,4,"LEASING",0,33,1,201612,201512,201710,201706,2070,13.3625410733844,6.78851174934725,-196,74,1.69230769230769,5.04166666666667,3.31944444444444,12,"pasa_filtros_sf",0,"201711"
"647","MEDIANA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,1,4,0,4,"LEASING",0,34,1,201712,201612,201710,201706,3045,47.1014492753623,28.361858190709,109,0,1.472,2.33846153846154,0.523076923076923,14,"pasa_filtros_sf",0,"201712"
"648","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,1,4,0,82,"LEASING",0,35,1,201712,201612,201710,201706,3045,47.1014492753623,28.361858190709,109,0,1.472,2.33846153846154,0.523076923076923,14,"pasa_filtros_sf",0,"201801"
"649","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,1,3,0,82,"LEASING",0,36,1,201712,201612,201710,201706,3045,47.1014492753623,28.361858190709,109,0,1.472,2.33846153846154,0.523076923076923,14,"pasa_filtros_sf",0,"201802"
"650","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,1,3,0,82,"LEASING",0,37,1,201712,201612,201803,201710,3045,47.1014492753623,28.361858190709,109,0,1.472,2.33846153846154,0.523076923076923,14,"pasa_filtros_sf",0,"201803"
"651","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,1,3,0,82,"LEASING",0,38,1,201712,201612,201803,201710,3045,47.1014492753623,28.361858190709,109,0,1.472,2.33846153846154,0.523076923076923,14,"pasa_filtros_sf",0,"201804"
"652","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,1,3,0,6,"LEASING",0,39,1,201712,201612,201803,201710,3045,47.1014492753623,28.361858190709,109,0,1.472,2.33846153846154,0.523076923076923,14,"pasa_filtros_sf",0,"201805"
"653","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,1,3,0,6,"LEASING",0,40,1,201712,201612,201803,201710,3045,47.1014492753623,28.361858190709,109,0,1.472,2.33846153846154,0.523076923076923,14,"pasa_filtros_sf",0,"201806"
"654","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,1,3,0,6,"LEASING",0,41,1,201712,201612,201803,201710,3045,47.1014492753623,28.361858190709,109,0,1.472,2.33846153846154,0.523076923076923,14,"pasa_filtros_sf",0,"201807"
"655","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,NA,3,0,6,"LEASING/PRESTAMO_COMERCIAL",0,42,1,201712,201612,201803,201710,3045,47.1014492753623,28.361858190709,109,0,1.472,2.33846153846154,0.523076923076923,14,"pasa_filtros_sf",0,"201808"
"656","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,NA,3,0,6,"LEASING/PRESTAMO_COMERCIAL",0,43,1,201712,201612,201803,201710,3045,47.1014492753623,28.361858190709,109,0,1.472,2.33846153846154,0.523076923076923,14,"pasa_filtros_sf",0,"201809"
"657","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,NA,3,0,6,"LEASING/PRESTAMO_COMERCIAL",0,47,1,201812,201712,201811,201803,3389,11.2972085385878,12,-190,1,1.38461538461538,3.07619047619048,1.15238095238095,21,"pasa_filtros_sf",0,"201901"
"658","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,0.0017304001,3,10.2062072615966,6,"LEASING/PRESTAMO_COMERCIAL",0,48,1,201812,201712,201811,201803,3389,11.2972085385878,12,-190,1,1.38461538461538,3.07619047619048,1.15238095238095,21,"pasa_filtros_sf",0,"201902"
"659","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,0.0017304001,3,10.2062072615966,6,"LEASING/PRESTAMO_COMERCIAL",0,49,1,201812,201712,201811,201803,3389,11.2972085385878,12,-190,1,1.38461538461538,3.07619047619048,1.15238095238095,21,"pasa_filtros_sf",0,"201903"
"660","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,0.0017304001,3,10.2062072615966,6,"LEASING/PRESTAMO_COMERCIAL",0,50,1,201812,201712,201811,201803,3389,11.2972085385878,12,-190,1,1.38461538461538,3.07619047619048,1.15238095238095,21,"pasa_filtros_sf",0,"201904"
"661","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,1,4,10.2062072615966,6,"LEASING/PRESTAMO_COMERCIAL",0,51,1,201812,201712,201811,201803,3389,11.2972085385878,12,-190,1,1.38461538461538,3.07619047619048,1.15238095238095,21,"pasa_filtros_sf",0,"201905"
"662","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,1,4,10.2062072615966,6,"LEASING/PRESTAMO_COMERCIAL",0,52,1,201812,201712,201811,201803,3389,11.2972085385878,12,-190,1,1.38461538461538,3.07619047619048,1.15238095238095,21,"pasa_filtros_sf",0,"201906"
"663","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,1,4,10.2062072615966,6,"LEASING/PRESTAMO_COMERCIAL",0,53,1,201812,201712,201811,201803,3389,11.2972085385878,12,-190,1,1.38461538461538,3.07619047619048,1.15238095238095,21,"pasa_filtros_sf",0,"201907"
"664","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,1,4,0,6,"LEASING/PRESTAMO_COMERCIAL",0,54,1,201812,201712,201811,201803,3389,11.2972085385878,12,-190,1,1.38461538461538,3.07619047619048,1.15238095238095,21,"pasa_filtros_sf",0,"201908"
"665","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,1,4,0,6,"LEASING/PRESTAMO_COMERCIAL",0,55,1,201812,201712,201811,201803,3389,11.2972085385878,12,-190,1,1.38461538461538,3.07619047619048,1.15238095238095,21,"pasa_filtros_sf",0,"201909"
"666","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,1,4,0,6,"LEASING/PRESTAMO_COMERCIAL",0,56,1,201812,201712,201811,201803,3389,11.2972085385878,12,-190,1,1.38461538461538,3.07619047619048,1.15238095238095,21,"pasa_filtros_sf",0,"201910"
"667","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",16,1,3,0,6,"LEASING/PRESTAMO_COMERCIAL",0,57,1,201812,201712,201811,201803,3389,11.2972085385878,12,-190,1,1.38461538461538,3.07619047619048,1.15238095238095,21,"pasa_filtros_sf",0,"201911"
"668","BANCA EMPRESA","Colocacion","MAQUINARIA Y EQUIPO","SOC. COM.RESPONS. LTDA",9,0.0093003614,6,1.75119007154183,82,"PRESTAMO_COMERCIAL/TC",0,46,1,201812,201712,201811,201806,5065,92.7321156773212,137.442922374429,28,40,5.53731343283582,1.75500969618617,0.823529411764706,72,"pasa_filtros_sf",1,"201812"
"669","BANCA EMPRESA","Colocacion","MAQUINARIA Y EQUIPO","SOC. COM.RESPONS. LTDA",9,0.0093003614,6,3.25064096243597,82,"PRESTAMO_COMERCIAL/TC",0,47,1,201812,201712,201811,201806,5065,92.7321156773212,137.442922374429,28,40,5.53731343283582,1.75500969618617,0.823529411764706,72,"pasa_filtros_sf",1,"201901"
"670","BANCA EMPRESA","Colocacion","MAQUINARIA Y EQUIPO","SOC. COM.RESPONS. LTDA",9,0.0093003614,6,3.3466401061363,1,"PRESTAMO_COMERCIAL/TC",0,48,1,201812,201712,201811,201806,5065,92.7321156773212,137.442922374429,28,40,5.53731343283582,1.75500969618617,0.823529411764706,72,"pasa_filtros_sf",1,"201902"
"671","BANCA EMPRESA","Colocacion","MAQUINARIA Y EQUIPO","SOC. COM.RESPONS. LTDA",9,0.0045457047,6,8.92188320927819,2,"PRESTAMO_COMERCIAL/TC",1,49,1,201812,201712,201811,201806,5065,92.7321156773212,137.442922374429,28,40,5.53731343283582,1.75500969618617,0.823529411764706,72,"pasa_filtros_sf",1,"201903"
"672","BANCA EMPRESA","Colocacion","TRANSPORTE","EMPRESA INDIVIDUAL DE RESP. LTDA",19,0.0000179454,5,6.05530070819498,1,"LEASING/PRESTAMO_COMERCIAL/TC",1,45,1,201712,201612,201709,NA,1592,7.20538720538721,44.2600276625173,-19,7,0.822314049586777,11.2941176470588,0.294117647058824,37,"pasa_filtros_sf",0,"201811"
"673","BANCA EMPRESA","Colocacion","TRANSPORTE","EMPRESA INDIVIDUAL DE RESP. LTDA",19,0.0000179454,5,3.61478445646026,1,"LEASING/TC",1,49,1,201812,201712,201903,201709,2443,53.4547738693467,6.61553211888783,-5,1,1.77456647398844,2.312,0.208,77,"pasa_filtros_sf",0,"201903"
"674","BANCA EMPRESA","Colocacion","TRANSPORTE","EMPRESA INDIVIDUAL DE RESP. LTDA",19,0.0000179454,5,4.80277697448743,1,"LEASING/TC",1,50,1,201812,201712,201903,201709,2443,53.4547738693467,6.61553211888783,-5,1,1.77456647398844,2.312,0.208,77,"pasa_filtros_sf",0,"201904"
"675","BANCA EMPRESA","Colocacion","TRANSPORTE","EMPRESA INDIVIDUAL DE RESP. LTDA",19,0.0000179454,5,4.91596040125088,1,"LEASING/TC",1,51,1,201812,201712,201903,201709,2443,53.4547738693467,6.61553211888783,-5,1,1.77456647398844,2.312,0.208,77,"pasa_filtros_sf",0,"201905"
"676","BANCA EMPRESA","Colocacion","TRANSPORTE","EMPRESA INDIVIDUAL DE RESP. LTDA",19,0.0000179454,5,4.08248290463863,1,"LEASING/PRESTAMO_COMERCIAL/TC",1,52,1,201812,201712,201903,201709,2443,53.4547738693467,6.61553211888783,-5,1,1.77456647398844,2.312,0.208,77,"pasa_filtros_sf",0,"201906"
"677","BANCA EMPRESA","Colocacion","TRANSPORTE","EMPRESA INDIVIDUAL DE RESP. LTDA",19,0.0000179454,4,4.08248290463863,1,"LEASING/PRESTAMO_COMERCIAL/TC",1,53,1,201812,201712,201903,201709,2443,53.4547738693467,6.61553211888783,-5,1,1.77456647398844,2.312,0.208,77,"pasa_filtros_sf",0,"201907"
"678","BANCA EMPRESA","Colocacion","TRANSPORTE","EMPRESA INDIVIDUAL DE RESP. LTDA",19,0.0000179454,4,4.08248290463863,1,"LEASING/PRESTAMO_COMERCIAL/TC",1,54,1,201812,201712,201903,201709,2443,53.4547738693467,6.61553211888783,-5,1,1.77456647398844,2.312,0.208,77,"pasa_filtros_sf",0,"201908"
"679","BANCA EMPRESA","Colocacion","TRANSPORTE","EMPRESA INDIVIDUAL DE RESP. LTDA",19,0.0000179454,4,4.08248290463863,1,"LEASING/PRESTAMO_COMERCIAL/TC",1,55,1,201812,201712,201903,201709,2443,53.4547738693467,6.61553211888783,-5,1,1.77456647398844,2.312,0.208,77,"pasa_filtros_sf",0,"201909"
"680","BANCA EMPRESA","Colocacion","TRANSPORTE","EMPRESA INDIVIDUAL DE RESP. LTDA",19,0.0000179454,4,0,1,"LEASING/PRESTAMO_COMERCIAL/TC",1,56,1,201812,201712,201903,NA,2443,53.4547738693467,6.61553211888783,-5,1,1.77456647398844,2.312,0.208,77,"pasa_filtros_sf",0,"201910"
"681","BANCA EMPRESA","Colocacion","TRANSPORTE","EMPRESA INDIVIDUAL DE RESP. LTDA",19,NA,4,0,1,"LEASING/PRESTAMO_COMERCIAL/TC",1,57,1,201812,201712,201903,NA,2443,53.4547738693467,6.61553211888783,-5,1,1.77456647398844,2.312,0.208,77,"pasa_filtros_sf",0,"201911"
"682","MEDIANA EMPRESA","Colocacion","CAUCHO Y PLASTICO","SOCIEDAD ANONIMA CERRADA",1,1,4,7.4475946900101,6,"LEASING/PRESTAMO_COMERCIAL",0,32,1,201612,201512,201708,201706,8078,-5.78493118731047,-10.1419878296146,4,83,0.296296296296296,0.959092750101256,0.00324017820980154,34,"pasa_filtros_sf",1,"201710"
"683","MEDIANA EMPRESA","Colocacion","CAUCHO Y PLASTICO","SOCIEDAD ANONIMA CERRADA",1,1,4,7.29383301152419,1,"LEASING/PRESTAMO_COMERCIAL",0,33,1,201612,201512,201708,201706,8078,-5.78493118731047,-10.1419878296146,4,83,0.296296296296296,0.959092750101256,0.00324017820980154,34,"pasa_filtros_sf",1,"201711"
"684","MEDIANA EMPRESA","Colocacion","CAUCHO Y PLASTICO","SOCIEDAD ANONIMA CERRADA",1,1,4,7.41395081361258,6,"LEASING/PRESTAMO_COMERCIAL",0,34,1,201712,201612,201708,201706,7444,-7.84847734587769,0,-34,147,1.65755395683453,1.98317839752103,0.00442673749446658,98,"pasa_filtros_sf",1,"201712"
"685","BANCA EMPRESA","Colocacion","CAUCHO Y PLASTICO","SOCIEDAD ANONIMA CERRADA",1,1,4,7.84006802691575,6,"LEASING/PRESTAMO_COMERCIAL",0,35,1,201712,201612,201708,201706,7444,-7.84847734587769,0,-34,147,1.65755395683453,1.98317839752103,0.00442673749446658,98,"pasa_filtros_sf",1,"201801"
"686","BANCA EMPRESA","Colocacion","CAUCHO Y PLASTICO","SOCIEDAD ANONIMA CERRADA",1,0.0922530221,4,27.0160446154996,6,"LEASING/PRESTAMO_COMERCIAL",1,41,1,201712,201612,201708,201706,7444,-7.84847734587769,0,-34,147,1.65755395683453,1.98317839752103,0.00442673749446658,98,"pasa_filtros_sf",1,"201807"
"687","BANCA EMPRESA","Colocacion","CAUCHO Y PLASTICO","SOCIEDAD ANONIMA CERRADA",1,0.0922530221,4,31.3283684009663,6,"LEASING/PRESTAMO_COMERCIAL",1,42,1,201712,201612,201708,201706,7444,-7.84847734587769,0,-34,147,1.65755395683453,1.98317839752103,0.00442673749446658,98,"pasa_filtros_sf",1,"201808"
"688","BANCA EMPRESA","Colocacion","CAUCHO Y PLASTICO","SOCIEDAD ANONIMA CERRADA",1,0.2141276177,4,29.8909127774089,6,"LEASING/PRESTAMO_COMERCIAL",1,43,1,201712,201612,201708,201706,7444,-7.84847734587769,0,-34,147,1.65755395683453,1.98317839752103,0.00442673749446658,98,"pasa_filtros_sf",1,"201809"
"689","MEDIANA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA CERRADA",14,1,4,1.03279555898864,82,"PRESTAMO_COMERCIAL",2,23,1,201612,201512,201610,201607,1686,13.5353535353535,20.5607476635514,76,192,5.51515151515152,1.32010943912449,0.0109439124487004,93,"pasa_filtros_sf",0,"201701"
"690","MEDIANA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA CERRADA",14,0.0051698995,4,2.33809038890002,82,"PRESTAMO_COMERCIAL",0,32,1,201612,201512,201707,201705,1686,13.5353535353535,20.5607476635514,76,192,5.51515151515152,1.32010943912449,0.0109439124487004,93,"pasa_filtros_sf",0,"201710"
"691","MEDIANA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA CERRADA",14,0.0051698995,4,2.25831795812724,82,"PRESTAMO_COMERCIAL",0,33,1,201612,201512,201707,201705,1686,13.5353535353535,20.5607476635514,76,192,5.51515151515152,1.32010943912449,0.0109439124487004,93,"pasa_filtros_sf",0,"201711"
"692","BANCA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA CERRADA",14,0.001494439,4,2.81069386451104,82,"PRESTAMO_COMERCIAL",0,41,1,201712,201612,201804,201707,1347,-20.1067615658363,6.20155038759691,159,270,4.72972972972973,1.54230769230769,0.124358974358974,140,"pasa_filtros_sf",0,"201807"
"693","BANCA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA CERRADA",14,0.001494439,4,2.73252020425589,82,"PRESTAMO_COMERCIAL",0,42,1,201712,201612,201804,201707,1347,-20.1067615658363,6.20155038759691,159,270,4.72972972972973,1.54230769230769,0.124358974358974,140,"pasa_filtros_sf",0,"201808"
"694","BANCA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA CERRADA",14,0.001494439,4,2.73252020425589,82,"",0,43,1,201712,201612,201809,201804,1347,-20.1067615658363,6.20155038759691,159,270,4.72972972972973,1.54230769230769,0.124358974358974,140,"pasa_filtros_sf",0,"201809"
"695","BANCA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA CERRADA",14,0.0012974495,4,2.80475786239502,82,"",0,44,1,201712,201612,201809,201804,1347,-20.1067615658363,6.20155038759691,159,270,4.72972972972973,1.54230769230769,0.124358974358974,140,"pasa_filtros_sf",0,"201810"
"696","BANCA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA CERRADA",14,0.0012974495,4,2.80475786239502,82,"",0,45,1,201712,201612,201809,201804,1347,-20.1067615658363,6.20155038759691,159,270,4.72972972972973,1.54230769230769,0.124358974358974,140,"pasa_filtros_sf",0,"201811"
"697","BANCA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA CERRADA",14,0.0012974495,4,2.80475786239502,82,"",0,46,1,201812,201712,201809,201804,2259,67.7060133630289,0,-104,360,7.86666666666667,2.51679586563308,0.0258397932816537,91,"pasa_filtros_sf",0,"201812"
"698","BANCA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA CERRADA",14,0.0012974495,3,0.408248290463863,82,"",0,47,1,201812,201712,201809,201804,2259,67.7060133630289,0,-104,360,7.86666666666667,2.51679586563308,0.0258397932816537,91,"pasa_filtros_sf",0,"201901"
"699","BANCA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA CERRADA",14,0.0012974495,4,0,6,"",0,48,1,201812,201712,201809,201804,2259,67.7060133630289,0,-104,360,7.86666666666667,2.51679586563308,0.0258397932816537,91,"pasa_filtros_sf",0,"201902"
"700","BANCA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA CERRADA",14,0.0012974495,4,0,6,"",0,49,1,201812,201712,201809,201804,2259,67.7060133630289,0,-104,360,7.86666666666667,2.51679586563308,0.0258397932816537,91,"pasa_filtros_sf",0,"201903"
"701","BANCA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA CERRADA",14,0.001132338,4,0,6,"",0,50,1,201812,201712,201809,201804,2259,67.7060133630289,0,-104,360,7.86666666666667,2.51679586563308,0.0258397932816537,91,"pasa_filtros_sf",0,"201904"
"702","BANCA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA CERRADA",14,0.001132338,4,0,6,"",0,51,1,201812,201712,201809,201804,2259,67.7060133630289,0,-104,360,7.86666666666667,2.51679586563308,0.0258397932816537,91,"pasa_filtros_sf",0,"201905"
"703","BANCA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA CERRADA",14,0.001132338,4,0,6,"",0,52,1,201812,201712,201906,201809,2259,67.7060133630289,0,-104,360,7.86666666666667,2.51679586563308,0.0258397932816537,91,"pasa_filtros_sf",0,"201906"
"704","BANCA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA CERRADA",14,0.001132338,4,0,6,"",0,53,1,201812,201712,201906,201809,2259,67.7060133630289,0,-104,360,7.86666666666667,2.51679586563308,0.0258397932816537,91,"pasa_filtros_sf",0,"201907"
"705","BANCA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA CERRADA",14,NA,4,0,82,"",0,54,1,201812,201712,201906,201809,2259,67.7060133630289,0,-104,360,7.86666666666667,2.51679586563308,0.0258397932816537,91,"pasa_filtros_sf",0,"201908"
"706","BANCA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA CERRADA",14,NA,4,0,82,"CREDITO_COMERCIO_EXTERIOR",0,55,1,201812,201712,201909,201906,2259,67.7060133630289,0,-104,360,7.86666666666667,2.51679586563308,0.0258397932816537,91,"pasa_filtros_sf",0,"201909"
"707","BANCA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA CERRADA",14,NA,4,0,6,"CREDITO_COMERCIO_EXTERIOR",0,56,1,201812,201712,201909,201906,2259,67.7060133630289,0,-104,360,7.86666666666667,2.51679586563308,0.0258397932816537,91,"pasa_filtros_sf",0,"201910"
"708","BANCA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA CERRADA",14,NA,4,0,6,"CREDITO_COMERCIO_EXTERIOR",0,57,1,201812,201712,201909,201906,2259,67.7060133630289,0,-104,360,7.86666666666667,2.51679586563308,0.0258397932816537,91,"pasa_filtros_sf",0,"201911"
